,year,month,metro,city,houseCnt,powerUsage,bill
3,2020,09,경상남도,거창군,36650,206.36,22354
4,2020,09,경상남도,창원시 마산회원구,96206,271.18,30122
5,2020,09,경상남도,창원시 진해구,106346,274.34,31178
6,2020,09,경상남도,합천군,30256,176.99,19897
7,2020,09,경상남도,함양군,25307,192.06,20625
8,2020,09,경상남도,창원시 마산합포구,101698,252.0,28365
9,2020,09,경상남도,창원시 성산구,102057,288.66,31474
10,2020,09,경상남도,밀양시,66020,219.31,24864
11,2020,09,경상남도,거제시,143074,283.33,33398
12,2020,09,경상남도,고성군,34170,203.75,23342
13,2020,09,경상남도,사천시,68017,240.29,27690
14,2020,09,경상남도,김해시,268669,304.46,35212
15,2020,09,경상남도,창녕군,38828,210.94,24166
16,2020,09,경상남도,하동군,28644,185.3,20835
17,2020,09,경상남도,창원시 의창구,141044,283.66,35106
18,2020,09,경상남도,함안군,37670,230.23,26077
19,2020,09,경상남도,남해군,28861,182.57,22166
20,2020,09,경상남도,산청군,22858,177.15,19534
21,2020,09,경상남도,양산시,179967,300.11,34076
0,2020,09,제주특별자치도,제주시,263804,279.99,36113
1,2020,09,제주특별자치도,서귀포시,104350,272.75,36107
0,2020,10,서울특별시,도봉구,147326,218.57,21271
1,2020,10,서울특별시,중랑구,193242,199.51,19830
2,2020,10,서울특별시,양천구,190411,234.8,24789
3,2020,10,서울특별시,종로구,87329,183.95,20449
4,2020,10,서울특별시,용산구,123530,217.49,25450
5,2020,10,서울특별시,동대문구,188027,198.95,19713
6,2020,10,서울특별시,관악구,299679,167.4,15702
7,2020,10,서울특별시,강동구,207586,213.01,22332
8,2020,10,서울특별시,서대문구,159524,204.35,20982
9,2020,10,서울특별시,강남구,259503,237.86,27614
10,2020,10,서울특별시,노원구,224558,223.81,20609
11,2020,10,서울특별시,송파구,282658,238.4,25749
12,2020,10,서울특별시,금천구,131055,185.97,17982
13,2020,10,서울특별시,서초구,185395,251.86,30918
14,2020,10,서울특별시,성동구,140297,229.01,23896
15,2020,10,서울특별시,영등포구,209612,196.14,19587
16,2020,10,서울특별시,성북구,211859,217.22,22535
17,2020,10,서울특별시,은평구,223880,213.22,22261
18,2020,10,서울특별시,강서구,283090,204.65,20545
19,2020,10,서울특별시,광진구,184636,187.62,19356
20,2020,10,서울특별시,중구,72612,193.77,20120
21,2020,10,서울특별시,마포구,194751,204.82,20885
22,2020,10,서울특별시,구로구,205598,207.88,20446
23,2020,10,서울특별시,동작구,201080,196.18,19944
24,2020,10,서울특별시,강북구,156387,195.42,19139
0,2020,10,부산광역시,기장군,53757,192.1,19676
1,2020,10,부산광역시,사하구,157458,204.82,19536
2,2020,10,부산광역시,연제구,101575,228.35,23207
3,2020,10,부산광역시,서구,62243,181.69,17944
4,2020,10,부산광역시,동래구,126487,230.06,24135
5,2020,10,부산광역시,북구,132188,223.8,21695
6,2020,10,부산광역시,사상구,107039,201.63,18736
7,2020,10,부산광역시,동구,54254,174.28,16804
8,2020,10,부산광역시,부산진구,196907,203.19,19711
9,2020,10,부산광역시,남구,137398,222.41,23200
10,2020,10,부산광역시,영도구,63032,185.33,17445
11,2020,10,부산광역시,해운대구,191282,252.3,27560
12,2020,10,부산광역시,금정구,128935,199.05,20024
13,2020,10,부산광역시,중구,31506,141.74,13315
14,2020,10,부산광역시,강서구,66617,236.67,25515
15,2020,10,부산광역시,수영구,96857,207.86,21147
0,2020,10,대구광역시,북구,214880,216.52,20754
1,2020,10,대구광역시,달성군,116981,222.09,21430
2,2020,10,대구광역시,중구,48220,184.37,17915
3,2020,10,대구광역시,남구,91159,170.54,16362
4,2020,10,대구광역시,달서구,272877,222.87,21614
5,2020,10,대구광역시,동구,179249,206.31,19976
6,2020,10,대구광역시,수성구,194575,237.26,25049
7,2020,10,대구광역시,서구,95088,179.34,17112
0,2020,10,인천광역시,서구,243671,236.71,25468
1,2020,10,인천광역시,계양구,134007,216.45,21360
2,2020,10,인천광역시,연수구,172822,241.65,26570
3,2020,10,인천광역시,옹진군,13786,141.59,16274
4,2020,10,인천광역시,중구,79615,195.7,19848
5,2020,10,인천광역시,부평구,232978,216.32,21179
6,2020,10,인천광역시,강화군,39827,163.96,20212
7,2020,10,인천광역시,동구,31677,198.37,19035
8,2020,10,인천광역시,미추홀구,220311,192.25,19375
9,2020,10,인천광역시,남동구,247324,225.8,22726
0,2020,10,광주광역시,동구,64283,189.76,19111
1,2020,10,광주광역시,북구,228742,206.65,20167
2,2020,10,광주광역시,서구,155242,220.2,21912
3,2020,10,광주광역시,남구,107876,222.1,22977
4,2020,10,광주광역시,광산구,200274,226.73,22879
0,2020,10,대전광역시,서구,249605,201.99,19184
1,2020,10,대전광역시,중구,122276,200.64,19319
2,2020,10,대전광역시,동구,136162,176.38,16203
3,2020,10,대전광역시,대덕구,95810,187.78,17919
4,2020,10,대전광역시,유성구,179042,215.66,21393
0,2020,10,울산광역시,중구,109566,214.79,22393
1,2020,10,울산광역시,남구,169614,211.2,21759
2,2020,10,울산광역시,울주군,122107,199.78,20379
3,2020,10,울산광역시,북구,97148,246.38,24779
4,2020,10,울산광역시,동구,79380,207.25,20598
0,2020,10,경기도,평택시,324592,197.8,20259
1,2020,10,경기도,시흥시,261663,212.0,20992
2,2020,10,경기도,가평군,37649,178.56,20683
3,2020,10,경기도,성남시 수정구,126690,194.7,19900
4,2020,10,경기도,수원시 권선구,175319,226.9,22928
5,2020,10,경기도,안양시 동안구,122853,250.74,25646
6,2020,10,경기도,고양시 일산서구,117589,271.86,29269
7,2020,10,경기도,부천시,379316,220.96,22779
8,2020,10,경기도,구리시,84978,240.48,24262
9,2020,10,경기도,용인시 처인구,127321,211.67,22666
10,2020,10,경기도,안성시,113213,187.6,18573
11,2020,10,경기도,부천시 남구,1,124.0,11779
12,2020,10,경기도,수원시 영통구,163922,240.17,25114
13,2020,10,경기도,고양시 일산동구,132914,249.94,27850
14,2020,10,경기도,용인시 수지구,137326,299.29,34022
15,2020,10,경기도,안산시 상록구,181653,193.76,19476
16,2020,10,경기도,군포시,118824,229.65,22722
17,2020,10,경기도,의왕시,66081,251.92,26442
18,2020,10,경기도,하남시,136131,225.9,23624
19,2020,10,경기도,화성시,410851,233.73,24548
20,2020,10,경기도,파주시,214743,228.8,24391
21,2020,10,경기도,김포시,208636,257.0,28434
22,2020,10,경기도,안산시 단원구,171071,200.95,19553
23,2020,10,경기도,광명시,116694,228.71,22854
24,2020,10,경기도,이천시,114406,204.54,21387
25,2020,10,경기도,성남시 분당구,193000,267.73,29449
26,2020,10,경기도,수원시 팔달구,102718,184.0,18068
27,2020,10,경기도,오산시,122656,212.63,20726
28,2020,10,경기도,수원시 장안구,126572,211.44,21720
29,2020,10,경기도,의정부시,214159,226.44,22292
30,2020,10,경기도,광주시,179471,233.14,25915
31,2020,10,경기도,연천군,26023,164.52,18699
32,2020,10,경기도,양평군,67010,195.02,23872
33,2020,10,경기도,성남시 중원구,102992,204.68,20707
34,2020,10,경기도,용인시 기흥구,175075,268.31,29235
35,2020,10,경기도,동두천시,49411,205.94,20152
36,2020,10,경기도,과천시,25646,206.16,23218
37,2020,10,경기도,남양주시,296993,255.12,27039
38,2020,10,경기도,양주시,99684,215.76,22228
39,2020,10,경기도,여주시,62360,187.48,20366
40,2020,10,경기도,포천시,81066,183.35,19730
41,2020,10,경기도,안양시 만안구,108894,222.24,22630
42,2020,10,경기도,고양시 덕양구,176516,229.38,23362
0,2020,10,강원도,철원군,23462,181.19,21338
1,2020,10,강원도,화천군,14086,171.45,18811
2,2020,10,강원도,원주시,201336,199.98,19717
3,2020,10,강원도,강릉시,126020,191.03,19375
4,2020,10,강원도,홍천군,42685,175.02,19370
5,2020,10,강원도,횡성군,30262,168.02,18409
6,2020,10,강원도,태백시,24314,192.91,19700
7,2020,10,강원도,속초시,47344,204.97,19942
8,2020,10,강원도,영월군,24188,172.34,18719
9,2020,10,강원도,평창군,31586,166.65,18439
10,2020,10,강원도,양구군,12695,175.33,18969
11,2020,10,강원도,고성군,18090,162.71,18115
12,2020,10,강원도,인제군,20139,164.43,18734
13,2020,10,강원도,정선군,23156,180.59,19722
14,2020,10,강원도,춘천시,156814,199.69,19902
15,2020,10,강원도,동해시,52890,192.7,18822
16,2020,10,강원도,삼척시,43062,170.58,17652
17,2020,10,강원도,양양군,20137,172.98,17989
0,2020,10,충청북도,음성군,62605,170.57,17279
1,2020,10,충청북도,제천시,76831,186.66,19153
2,2020,10,충청북도,보은군,21020,155.63,17710
3,2020,10,충청북도,괴산군,24110,161.02,18640
4,2020,10,충청북도,청주시 상당구,97314,200.98,20842
5,2020,10,충청북도,청주시 흥덕구,154057,190.9,19566
6,2020,10,충청북도,청주시 청원구,113152,189.35,18740
7,2020,10,충청북도,옥천군,29224,169.27,18341
8,2020,10,충청북도,청주시 서원구,110821,190.56,18683
9,2020,10,충청북도,진천군,53554,177.13,17891
10,2020,10,충청북도,충주시,132480,177.99,18014
11,2020,10,충청북도,단양군,18759,162.83,18307
12,2020,10,충청북도,증평군,23144,172.04,17193
13,2020,10,충청북도,영동군,29516,161.2,17706
0,2020,10,충청남도,보령시,58758,186.65,19268
1,2020,10,충청남도,천안시 서북구,217075,216.29,21434
2,2020,10,충청남도,금산군,32509,154.34,16963
3,2020,10,충청남도,서천군,33745,164.63,18134
4,2020,10,충청남도,예산군,48386,174.66,18416
5,2020,10,충청남도,서산시,109015,188.96,19025
6,2020,10,충청남도,청양군,19166,158.42,17468
7,2020,10,충청남도,홍성군,60089,194.95,20024
8,2020,10,충청남도,태안군,38606,164.86,19535
9,2020,10,충청남도,천안시 동남구,140322,192.3,19174
10,2020,10,충청남도,연기군,1,88.0,5031
11,2020,10,충청남도,당진시,110136,178.32,18180
12,2020,10,충청남도,부여군,38629,172.22,18446
13,2020,10,충청남도,아산시,182638,193.12,18928
14,2020,10,충청남도,계룡시,20054,223.73,22204
15,2020,10,충청남도,공주시,63640,175.1,18231
16,2020,10,충청남도,논산시,72011,169.17,16980
0,2020,10,전라북도,김제시,48779,164.19,18617
1,2020,10,전라북도,고창군,33619,162.22,17877
2,2020,10,전라북도,순창군,16111,162.41,17118
3,2020,10,전라북도,부안군,30774,164.43,19190
4,2020,10,전라북도,전주시 덕진구,170329,214.74,21673
5,2020,10,전라북도,정읍시,65413,174.31,18089
6,2020,10,전라북도,진안군,15279,149.73,16794
7,2020,10,전라북도,전주시 완산구,183508,211.35,21128
8,2020,10,전라북도,익산시,155885,191.13,18796
9,2020,10,전라북도,장수군,13558,157.43,17554
10,2020,10,전라북도,임실군,17360,139.37,16394
11,2020,10,전라북도,군산시,153981,196.46,19457
12,2020,10,전라북도,남원시,48909,169.29,17819
13,2020,10,전라북도,완주군,52454,171.88,18015
14,2020,10,전라북도,무주군,15597,159.38,17629
0,2020,10,전라남도,담양군,24631,156.84,18089
1,2020,10,전라남도,보성군,25747,158.79,16818
2,2020,10,전라남도,무안군,50781,184.15,19526
3,2020,10,전라남도,영광군,30550,172.57,18706
4,2020,10,전라남도,강진군,22067,158.85,16767
5,2020,10,전라남도,장성군,24947,158.12,17007
6,2020,10,전라남도,신안군,22818,141.44,16895
7,2020,10,전라남도,고흥군,43483,156.49,17406
8,2020,10,전라남도,장흥군,23486,160.9,17110
9,2020,10,전라남도,진도군,19506,158.71,17500
10,2020,10,전라남도,구례군,15717,162.01,16395
11,2020,10,전라남도,목포시,124265,205.02,20213
12,2020,10,전라남도,순천시,147254,212.39,21992
13,2020,10,전라남도,화순군,35745,171.42,17154
14,2020,10,전라남도,해남군,40570,167.22,18194
15,2020,10,전라남도,완도군,29664,165.59,19066
16,2020,10,전라남도,나주시,70788,181.61,17924
17,2020,10,전라남도,영암군,37433,155.91,15121
18,2020,10,전라남도,여수시,151417,199.86,20447
19,2020,10,전라남도,광양시,79394,197.56,19687
20,2020,10,전라남도,곡성군,17844,151.6,16340
21,2020,10,전라남도,함평군,18984,154.66,16585
0,2020,10,경상북도,안동시,99637,175.35,17213
1,2020,10,경상북도,영천시,59940,169.34,16538
2,2020,10,경상북도,군위군,14824,144.54,15476
3,2020,10,경상북도,청도군,27107,155.01,16817
4,2020,10,경상북도,칠곡군,71012,164.63,16053
5,2020,10,경상북도,김천시,82738,179.1,17287
6,2020,10,경상북도,청송군,16691,158.32,17200
7,2020,10,경상북도,포항시 북구,147189,208.14,20674
8,2020,10,경상북도,경산시,169071,176.18,16565
9,2020,10,경상북도,영덕군,24295,149.62,16822
10,2020,10,경상북도,구미시,238534,186.78,17850
11,2020,10,경상북도,성주군,25002,150.17,16550
12,2020,10,경상북도,예천군,35763,184.22,19329
13,2020,10,경상북도,울릉군,4947,149.87,17014
14,2020,10,경상북도,포항시 남구,136658,186.83,18643
15,2020,10,경상북도,경주시,166331,174.92,17620
16,2020,10,경상북도,영주시,61179,181.49,18328
17,2020,10,경상북도,상주시,59891,163.92,16622
18,2020,10,경상북도,의성군,33630,155.57,16327
19,2020,10,경상북도,영양군,11414,159.59,17369
20,2020,10,경상북도,고령군,18527,160.03,16741
21,2020,10,경상북도,울진군,35589,166.25,17615
22,2020,10,경상북도,문경시,41655,175.18,18507
23,2020,10,경상북도,봉화군,20231,159.1,17017
0,2020,10,경상남도,통영시,75992,184.5,18811
1,2020,10,경상남도,고성군,34191,155.58,16849
2,2020,10,경상남도,함양군,25336,159.55,16860
3,2020,10,경상남도,창원시 마산회원구,96220,204.09,20170
4,2020,10,경상남도,양산시,180037,220.08,21726
5,2020,10,경상남도,사천시,68053,171.38,17485
6,2020,10,경상남도,하동군,28692,142.59,15868
7,2020,10,경상남도,밀양시,66098,164.98,17070
8,2020,10,경상남도,남해군,28903,134.79,16655
9,2020,10,경상남도,산청군,22884,142.95,15519
10,2020,10,경상남도,합천군,30271,140.13,15250
11,2020,10,경상남도,창원시 성산구,102023,217.91,20939
12,2020,10,경상남도,거제시,143110,197.06,20127
13,2020,10,경상남도,의령군,19039,138.23,14790
14,2020,10,경상남도,창녕군,38852,155.17,16265
15,2020,10,경상남도,창원시 마산합포구,101687,187.77,18699
16,2020,10,경상남도,진주시,201552,195.02,19556
17,2020,10,경상남도,함안군,37683,173.59,17937
18,2020,10,경상남도,거창군,36700,167.33,17556
19,2020,10,경상남도,창원시 의창구,141031,196.54,21025
20,2020,10,경상남도,창원시 진해구,106358,199.46,19898
21,2020,10,경상남도,김해시,268750,217.43,21521
0,2020,10,제주특별자치도,서귀포시,104713,176.89,19012
1,2020,10,제주특별자치도,제주시,264225,186.03,19471
0,2020,11,서울특별시,성동구,140446,231.08,24202
1,2020,11,서울특별시,도봉구,147436,230.37,23216
2,2020,11,서울특별시,은평구,224144,221.26,23811
3,2020,11,서울특별시,송파구,283474,246.04,27330
4,2020,11,서울특별시,양천구,190639,241.65,25897
5,2020,11,서울특별시,동대문구,188381,201.33,20176
6,2020,11,서울특별시,성북구,211856,222.58,23532
7,2020,11,서울특별시,마포구,194849,210.43,21835
8,2020,11,서울특별시,중랑구,193464,206.21,21017
9,2020,11,서울특별시,중구,72787,199.36,21091
10,2020,11,서울특별시,구로구,205950,215.44,21737
11,2020,11,서울특별시,강남구,259800,241.22,28294
12,2020,11,서울특별시,광진구,184691,192.23,20267
13,2020,11,서울특별시,강북구,156490,202.9,20531
14,2020,11,서울특별시,금천구,131633,191.7,18987
15,2020,11,서울특별시,종로구,87419,189.92,21544
16,2020,11,서울특별시,강동구,207582,219.77,23677
17,2020,11,서울특별시,강서구,283731,208.77,21393
18,2020,11,서울특별시,동작구,202555,200.02,20863
19,2020,11,서울특별시,노원구,224568,236.38,22597
20,2020,11,서울특별시,용산구,123659,222.48,26301
21,2020,11,서울특별시,영등포구,209989,201.5,20420
22,2020,11,서울특별시,서초구,187024,252.28,31114
23,2020,11,서울특별시,서대문구,159781,211.13,22326
24,2020,11,서울특별시,관악구,299991,171.45,16529
0,2020,11,부산광역시,연제구,101583,233.96,24292
1,2020,11,부산광역시,기장군,53778,198.89,20850
2,2020,11,부산광역시,남구,137380,225.08,23614
3,2020,11,부산광역시,수영구,97026,210.43,21719
4,2020,11,부산광역시,서구,62200,192.0,19457
5,2020,11,부산광역시,동구,54279,180.75,18004
6,2020,11,부산광역시,동래구,126812,233.55,24641
7,2020,11,부산광역시,북구,132113,235.42,23549
8,2020,11,부산광역시,해운대구,191284,251.75,27253
9,2020,11,부산광역시,영도구,63056,192.53,18711
10,2020,11,부산광역시,부산진구,197129,209.8,20832
11,2020,11,부산광역시,사하구,157980,213.4,21058
12,2020,11,부산광역시,금정구,128893,205.34,21292
13,2020,11,부산광역시,강서구,66613,240.14,25956
14,2020,11,부산광역시,중구,31589,144.91,13885
15,2020,11,부산광역시,사상구,107033,214.02,20816
0,2020,11,대구광역시,동구,179146,215.35,21628
1,2020,11,대구광역시,서구,95038,192.87,19548
2,2020,11,대구광역시,북구,214875,226.29,22418
3,2020,11,대구광역시,달서구,272728,230.32,22837
4,2020,11,대구광역시,남구,91312,179.25,17965
5,2020,11,대구광역시,중구,48331,192.43,19372
6,2020,11,대구광역시,수성구,194650,247.04,26634
7,2020,11,대구광역시,달성군,117093,229.52,22716
0,2020,11,인천광역시,동구,31668,207.98,20671
1,2020,11,인천광역시,계양구,134032,227.74,23301
2,2020,11,인천광역시,부평구,234495,229.62,23349
3,2020,11,인천광역시,연수구,172826,248.86,27639
4,2020,11,인천광역시,옹진군,13825,145.1,16844
5,2020,11,인천광역시,중구,79650,207.5,21930
6,2020,11,인천광역시,서구,245224,243.01,26637
7,2020,11,인천광역시,남동구,248169,230.9,23688
8,2020,11,인천광역시,미추홀구,221636,200.7,20856
9,2020,11,인천광역시,강화군,39952,175.97,22212
0,2020,11,광주광역시,광산구,200276,228.06,23026
1,2020,11,광주광역시,북구,229318,215.17,21516
2,2020,11,광주광역시,동구,64303,198.88,20747
3,2020,11,광주광역시,서구,155352,221.56,22221
4,2020,11,광주광역시,남구,107910,232.12,24645
0,2020,11,대전광역시,대덕구,95828,196.4,19268
1,2020,11,대전광역시,동구,136163,187.05,18005
2,2020,11,대전광역시,유성구,179063,223.7,22696
3,2020,11,대전광역시,서구,250058,208.84,20360
4,2020,11,대전광역시,중구,122340,214.01,21500
0,2020,11,울산광역시,울주군,122842,204.44,21326
1,2020,11,울산광역시,북구,97211,252.31,25743
2,2020,11,울산광역시,동구,79404,212.18,21598
3,2020,11,울산광역시,중구,109535,220.96,23550
4,2020,11,울산광역시,남구,169507,214.76,22477
0,2020,11,경기도,의왕시,65864,263.84,28960
1,2020,11,경기도,남양주시,300855,263.68,28893
2,2020,11,경기도,화성시,411495,240.57,25780
3,2020,11,경기도,김포시,208574,262.19,29175
4,2020,11,경기도,과천시,25673,218.2,25468
5,2020,11,경기도,오산시,122719,218.22,21816
6,2020,11,경기도,군포시,119041,240.06,24530
7,2020,11,경기도,양주시,99779,230.06,24540
8,2020,11,경기도,용인시 처인구,127859,224.4,24906
9,2020,11,경기도,고양시 일산동구,132942,259.84,29575
10,2020,11,경기도,용인시 수지구,138536,307.11,35592
11,2020,11,경기도,부천시,379586,231.68,24699
12,2020,11,경기도,구리시,85369,248.97,25883
13,2020,11,경기도,하남시,137249,238.07,25605
14,2020,11,경기도,성남시 분당구,193018,275.9,30973
15,2020,11,경기도,수원시 장안구,126678,221.16,23407
16,2020,11,경기도,용인시 기흥구,175140,281.48,31620
17,2020,11,경기도,시흥시,262694,220.02,22224
18,2020,11,경기도,연천군,26051,171.73,19851
19,2020,11,경기도,이천시,114542,214.22,23212
20,2020,11,경기도,안산시 단원구,171022,210.2,21128
21,2020,11,경기도,수원시 권선구,175739,238.38,25045
22,2020,11,경기도,안양시 만안구,108857,230.61,24128
23,2020,11,경기도,평택시,325190,204.4,21193
24,2020,11,경기도,동두천시,49430,218.46,22385
25,2020,11,경기도,여주시,62484,201.21,22761
26,2020,11,경기도,광주시,179731,245.83,28252
27,2020,11,경기도,성남시 중원구,103229,212.41,22058
28,2020,11,경기도,수원시 팔달구,102739,192.23,19593
29,2020,11,경기도,수원시 영통구,164078,244.98,26071
30,2020,11,경기도,의정부시,214274,236.22,23922
31,2020,11,경기도,포천시,81161,196.89,22118
32,2020,11,경기도,고양시 덕양구,176604,241.84,25450
33,2020,11,경기도,광명시,115667,239.01,24667
34,2020,11,경기도,파주시,215903,237.57,26098
35,2020,11,경기도,부천시 남구,1,128.0,12152
36,2020,11,경기도,성남시 수정구,126718,201.79,21197
37,2020,11,경기도,고양시 일산서구,117618,284.21,31468
38,2020,11,경기도,안산시 상록구,185047,200.75,20912
39,2020,11,경기도,가평군,37769,189.36,23458
40,2020,11,경기도,양평군,67186,206.72,26089
41,2020,11,경기도,안성시,114022,196.16,20024
42,2020,11,경기도,안양시 동안구,122599,262.69,27649
0,2020,11,강원도,춘천시,156845,213.84,22357
1,2020,11,강원도,영월군,24511,182.62,20914
2,2020,11,강원도,동해시,52902,201.42,20321
3,2020,11,강원도,삼척시,43077,178.48,19280
4,2020,11,강원도,원주시,201529,211.87,21710
5,2020,11,강원도,속초시,47661,214.15,21553
6,2020,11,강원도,평창군,31670,174.47,20134
7,2020,11,강원도,양구군,12724,187.15,21502
8,2020,11,강원도,강릉시,126084,200.09,21081
9,2020,11,강원도,정선군,23226,190.01,21807
10,2020,11,강원도,철원군,23904,194.38,23662
11,2020,11,강원도,고성군,18059,165.51,19222
12,2020,11,강원도,홍천군,42833,187.13,21654
13,2020,11,강원도,인제군,20605,172.42,20712
14,2020,11,강원도,양양군,20152,179.82,19717
15,2020,11,강원도,태백시,24336,202.13,21410
16,2020,11,강원도,횡성군,30355,181.71,21137
17,2020,11,강원도,화천군,14100,180.37,20433
0,2020,11,충청북도,진천군,53617,191.41,20105
1,2020,11,충청북도,영동군,29548,171.25,19692
2,2020,11,충청북도,괴산군,24162,173.78,20976
3,2020,11,충청북도,청주시 상당구,97409,217.59,23535
4,2020,11,충청북도,청주시 청원구,113316,195.91,19930
5,2020,11,충청북도,충주시,133259,189.76,20050
6,2020,11,충청북도,옥천군,29293,182.27,20757
7,2020,11,충청북도,단양군,18778,173.55,20850
8,2020,11,충청북도,청주시 흥덕구,154263,199.75,21198
9,2020,11,충청북도,청주시 서원구,110859,201.28,20453
10,2020,11,충청북도,제천시,76945,199.86,21519
11,2020,11,충청북도,증평군,23174,178.2,18225
12,2020,11,충청북도,보은군,21074,170.73,20174
13,2020,11,충청북도,음성군,62663,181.81,19113
0,2020,11,충청남도,천안시 동남구,140441,200.33,20647
1,2020,11,충청남도,계룡시,20049,240.45,24768
2,2020,11,충청남도,청양군,19242,170.03,19622
3,2020,11,충청남도,공주시,63694,184.42,19860
4,2020,11,충청남도,논산시,72162,179.75,18932
5,2020,11,충청남도,예산군,48381,187.65,20724
6,2020,11,충청남도,보령시,58793,198.06,21212
7,2020,11,충청남도,서산시,109173,194.12,20006
8,2020,11,충청남도,천안시 서북구,218361,218.19,21970
9,2020,11,충청남도,당진시,110211,188.09,19753
10,2020,11,충청남도,서천군,33807,171.99,19535
11,2020,11,충청남도,홍성군,60215,204.36,21696
12,2020,11,충청남도,아산시,185411,198.82,20076
13,2020,11,충청남도,금산군,32594,166.72,19322
14,2020,11,충청남도,부여군,38723,182.53,20421
15,2020,11,충청남도,태안군,38676,170.57,20041
0,2020,11,전라북도,익산시,155992,202.08,20631
1,2020,11,전라북도,순창군,16166,171.29,18981
2,2020,11,전라북도,정읍시,65549,184.69,19849
3,2020,11,전라북도,남원시,49018,179.46,19565
4,2020,11,전라북도,임실군,17412,148.23,18208
5,2020,11,전라북도,군산시,154077,203.1,20487
6,2020,11,전라북도,진안군,15324,160.64,18891
7,2020,11,전라북도,무주군,15640,171.18,19922
8,2020,11,전라북도,장수군,13618,165.29,19392
9,2020,11,전라북도,김제시,48825,174.18,19681
10,2020,11,전라북도,완주군,52523,181.01,19593
11,2020,11,전라북도,고창군,33668,171.64,19558
12,2020,11,전라북도,부안군,30828,172.19,20405
13,2020,11,전라북도,전주시 덕진구,170353,222.5,23051
14,2020,11,전라북도,전주시 완산구,183501,220.44,22758
0,2020,11,전라남도,구례군,15734,172.39,19192
1,2020,11,전라남도,함평군,18995,165.15,18574
2,2020,11,전라남도,진도군,19680,167.31,18934
3,2020,11,전라남도,고흥군,43529,161.68,18511
4,2020,11,전라남도,보성군,25755,165.47,17994
5,2020,11,전라남도,신안군,22826,146.67,18109
6,2020,11,전라남도,담양군,24697,165.54,19768
7,2020,11,전라남도,장흥군,23515,167.97,18296
8,2020,11,전라남도,광양시,79485,203.69,20762
9,2020,11,전라남도,여수시,151577,205.92,21542
10,2020,11,전라남도,곡성군,17866,160.68,18179
11,2020,11,전라남도,영암군,37476,157.85,16105
12,2020,11,전라남도,장성군,24976,166.04,18598
13,2020,11,전라남도,나주시,70880,189.01,19188
14,2020,11,전라남도,완도군,29717,171.32,20035
15,2020,11,전라남도,목포시,124298,214.7,21810
16,2020,11,전라남도,화순군,36464,176.15,18352
17,2020,11,전라남도,해남군,40601,177.91,20069
18,2020,11,전라남도,무안군,50897,194.98,21460
19,2020,11,전라남도,영광군,30577,182.03,20474
20,2020,11,전라남도,순천시,147421,217.19,22893
21,2020,11,전라남도,강진군,22101,166.42,18157
0,2020,11,경상북도,경주시,166402,182.54,19035
1,2020,11,경상북도,봉화군,20263,166.55,18567
2,2020,11,경상북도,김천시,82810,190.19,19274
3,2020,11,경상북도,청도군,27129,162.05,18348
4,2020,11,경상북도,예천군,35817,194.65,20540
5,2020,11,경상북도,울릉군,4968,163.31,19550
6,2020,11,경상북도,포항시 남구,136612,190.96,19472
7,2020,11,경상북도,영천시,59971,179.24,18414
8,2020,11,경상북도,경산시,169905,183.31,17903
9,2020,11,경상북도,울진군,35605,176.08,19587
10,2020,11,경상북도,청송군,16708,168.09,19332
11,2020,11,경상북도,고령군,18556,171.26,18779
12,2020,11,경상북도,영주시,61319,193.41,20518
13,2020,11,경상북도,상주시,59942,175.02,18647
14,2020,11,경상북도,영양군,11439,166.24,18958
15,2020,11,경상북도,칠곡군,71036,176.24,18129
16,2020,11,경상북도,군위군,14870,152.86,17432
17,2020,11,경상북도,성주군,25039,159.0,18434
18,2020,11,경상북도,안동시,99736,187.54,18863
19,2020,11,경상북도,구미시,238643,194.98,19307
20,2020,11,경상북도,문경시,41710,186.38,20806
21,2020,11,경상북도,의성군,33678,162.2,17780
22,2020,11,경상북도,영덕군,24340,158.93,18581
23,2020,11,경상북도,포항시 북구,147202,215.15,21940
0,2020,11,경상남도,통영시,75806,190.99,20061
1,2020,11,경상남도,함양군,25300,167.27,18463
2,2020,11,경상남도,창원시 진해구,106014,207.44,21158
3,2020,11,경상남도,사천시,67901,179.62,19067
4,2020,11,경상남도,김해시,268780,225.46,22964
5,2020,11,경상남도,거제시,142540,203.11,21360
6,2020,11,경상남도,의령군,19010,145.21,16288
7,2020,11,경상남도,창원시 의창구,140248,205.64,22760
8,2020,11,경상남도,양산시,180095,225.37,22464
9,2020,11,경상남도,하동군,28626,151.85,17615
10,2020,11,경상남도,창원시 청원구,101564,228.29,22939
11,2020,11,경상남도,창녕군,38828,165.62,18236
12,2020,11,경상남도,고성군,34331,159.35,17847
13,2020,11,경상남도,남해군,28880,142.66,17939
14,2020,11,경상남도,창원시 마산합포구,101590,197.47,20554
15,2020,11,경상남도,진주시,200963,204.22,21365
16,2020,11,경상남도,밀양시,65835,174.86,19045
17,2020,11,경상남도,함안군,37538,186.32,20420
18,2020,11,경상남도,거창군,36533,178.2,19790
19,2020,11,경상남도,합천군,30227,149.08,17182
20,2020,11,경상남도,창원시 마산회원구,95313,221.69,23076
21,2020,11,경상남도,산청군,22845,150.81,17335
0,2020,11,제주특별자치도,서귀포시,101966,178.0,19763
1,2020,11,제주특별자치도,제주시,260799,193.45,21151
